device_id,timestamp,cpu_percent,ram_percent,disco_percent,latencia_ms,banda_mbps
8,2025-06-10 18:31:18,53.4,37.9,64.1,27.0,327.2
9,2025-06-10 18:31:18,44.0,86.7,67.2,28.2,770.5
10,2025-06-10 18:31:18,69.7,53.1,34.4,41.0,348.4
11,2025-06-10 18:31:18,30.1,88.5,77.0,10.1,596.2
12,2025-06-10 18:31:18,37.9,79.3,72.2,12.0,132.7
13,2025-06-10 18:31:18,71.9,53.4,65.4,21.3,538.5
14,2025-06-10 18:31:18,47.1,48.0,44.9,3.8,279.7
15,2025-06-10 18:31:18,13.8,57.7,78.5,13.1,772.3
1,2025-06-10 18:41:18,32.6,58.7,58.5,11.3,596.0
2,2025-06-10 18:41:18,77.8,72.4,81.9,28.4,193.0
3,2025-06-10 18:41:18,61.5,71.0,37.9,18.6,367.8
4,2025-06-10 18:41:18,57.1,80.5,27.4,8.0,652.9
5,2025-06-10 18:41:18,36.3,75.7,35.5,7.9,554.5
6,2025-06-10 18:41:18,54.0,59.7,28.5,35.3,489.9
7,2025-06-10 18:41:18,63.1,62.7,68.1,8.9,473.8
8,2025-06-10 18:41:18,18.1,50.2,63.1,17.6,356.0
9,2025-06-10 18:41:18,93.0,92.0,59.3,22.9,502.2
10,2025-06-10 18:41:18,88.0,73.1,90.1,20.8,501.8
11,2025-06-10 18:41:18,85.2,100.0,62.8,4.3,365.2
12,2025-06-10 18:41:18,58.7,68.2,23.4,19.3,323.8
13,2025-06-10 18:41:18,47.2,82.0,36.4,21.9,385.7
14,2025-06-10 18:41:18,86.6,36.6,85.6,17.6,528.1
15,2025-06-10 18:41:18,49.8,53.2,40.8,6.7,406.5
1,2025-06-10 18:51:18,19.2,71.4,59.9,3.8,548.5
2,2025-06-10 18:51:18,59.1,49.1,47.5,5.9,473.6
3,2025-06-10 18:51:18,44.9,56.3,56.6,17.9,302.8
4,2025-06-10 18:51:18,68.9,60.9,98.2,34.8,177.5
5,2025-06-10 18:51:18,35.7,33.6,48.8,9.1,298.8
6,2025-06-10 18:51:18,52.6,78.8,40.6,14.5,29.5
7,2025-06-10 18:51:18,89.6,55.0,39.0,19.5,920.5
8,2025-06-10 18:51:18,85.4,78.3,30.1,27.9,800.4
9,2025-06-10 18:51:18,21.2,63.8,47.8,23.4,33.2
10,2025-06-10 18:51:18,53.7,48.7,59.3,15.5,242.9
11,2025-06-10 18:51:18,55.6,98.1,76.1,42.4,95.5
12,2025-06-10 18:51:18,32.9,66.9,38.8,31.7,505.6
13,2025-06-10 18:51:18,65.2,54.2,56.8,36.2,547.2
14,2025-06-10 18:51:18,60.2,62.3,33.7,23.2,606.1
15,2025-06-10 18:51:18,90.4,53.7,79.2,20.9,582.3
1,2025-06-10 19:01:18,50.7,62.0,57.8,28.8,358.8
2,2025-06-10 19:01:18,75.2,89.7,58.0,24.6,365.4
3,2025-06-10 19:01:18,82.9,78.2,37.5,31.6,274.3
4,2025-06-10 19:01:18,47.6,71.2,55.4,15.8,500.4
5,2025-06-10 19:01:18,56.3,69.9,27.6,23.5,494.8
6,2025-06-10 19:01:18,41.7,52.1,34.4,22.1,531.3
7,2025-06-10 19:01:18,82.0,57.8,83.7,26.5,691.2
8,2025-06-10 19:01:18,50.7,70.9,82.1,24.6,407.6
9,2025-06-10 19:01:18,61.1,57.1,59.5,31.1,443.8
10,2025-06-10 19:01:18,34.4,55.9,48.6,5.3,610.6
11,2025-06-10 19:01:18,37.6,59.1,66.2,12.9,369.5
12,2025-06-10 19:01:18,68.7,36.2,51.9,23.5,434.9
13,2025-06-10 19:01:18,27.4,57.8,44.5,17.4,400.5
14,2025-06-10 19:01:18,21.3,33.0,82.1,28.7,10.0
15,2025-06-10 19:01:18,56.4,53.3,15.1,18.0,410.7
1,2025-06-10 19:11:18,30.8,77.0,69.6,34.7,961.5
2,2025-06-10 19:11:18,43.8,66.2,95.9,20.9,486.1
3,2025-06-10 19:11:18,37.2,70.0,50.0,12.0,414.3
4,2025-06-10 19:11:18,77.3,73.6,68.5,31.2,298.8
5,2025-06-10 19:11:18,52.9,60.1,54.8,6.6,267.3
6,2025-06-10 19:11:18,65.1,68.1,72.4,20.2,271.9
7,2025-06-10 19:11:18,42.8,34.3,54.2,29.7,730.1
8,2025-06-10 19:11:18,54.9,79.3,68.7,26.0,528.9
9,2025-06-10 19:11:18,43.0,58.4,59.0,23.6,193.2
10,2025-06-10 19:11:18,42.1,81.2,42.1,20.2,701.9
11,2025-06-10 19:11:18,88.6,69.8,37.3,6.7,143.5
12,2025-06-10 19:11:18,43.9,47.1,50.9,13.0,191.7
13,2025-06-10 19:11:18,50.8,68.0,41.5,1.0,329.0
14,2025-06-10 19:11:18,85.7,66.2,26.1,18.9,340.5
15,2025-06-10 19:11:18,70.4,60.4,81.7,32.1,524.9
1,2025-06-10 19:21:18,69.5,41.2,49.1,3.7,93.7
2,2025-06-10 19:21:18,64.7,93.6,58.2,22.0,389.2
3,2025-06-10 19:21:18,67.6,62.0,100.0,31.4,282.9
4,2025-06-10 19:21:18,90.5,52.1,65.5,12.0,54.4
5,2025-06-10 19:21:18,46.7,66.9,80.1,13.2,482.7
6,2025-06-10 19:21:18,69.5,37.5,59.1,26.5,343.2
7,2025-06-10 19:21:18,70.0,41.3,85.3,1.0,689.4
8,2025-06-10 19:21:18,90.0,64.7,11.9,30.1,716.5
9,2025-06-10 19:21:18,62.2,83.3,53.7,21.7,386.2
10,2025-06-10 19:21:18,68.0,75.1,36.0,1.0,620.7
11,2025-06-10 19:21:18,58.9,60.5,32.9,31.6,419.3
12,2025-06-10 19:21:18,65.3,75.1,79.3,23.8,611.2
13,2025-06-10 19:21:18,60.2,60.5,70.6,1.0,465.7
14,2025-06-10 19:21:18,73.1,55.5,42.0,19.2,657.4
15,2025-06-10 19:21:18,78.9,89.8,100.0,17.7,437.2
1,2025-06-10 19:31:18,48.1,57.4,48.5,37.8,504.0
2,2025-06-10 19:31:18,9.0,72.0,63.8,23.2,289.7
3,2025-06-10 19:31:18,61.1,67.8,85.4,19.4,553.2
4,2025-06-10 19:31:18,43.9,73.7,71.5,14.2,566.0
5,2025-06-10 19:31:18,53.9,72.0,52.2,20.8,862.9
6,2025-06-10 19:31:18,70.0,59.1,87.1,33.5,469.2
7,2025-06-10 19:31:18,71.7,76.0,61.1,17.4,437.2
8,2025-06-10 19:31:18,65.5,73.6,59.5,9.3,36.2
9,2025-06-10 19:31:18,78.6,54.2,86.6,12.5,438.8
10,2025-06-10 19:31:18,62.2,60.3,45.5,8.8,10.0
11,2025-06-10 19:31:18,76.0,50.1,70.4,8.3,441.2
12,2025-06-10 19:31:18,37.3,58.2,67.8,9.2,676.7
13,2025-06-10 19:31:18,37.3,67.6,49.7,24.1,176.9
14,2025-06-10 19:31:18,54.2,45.9,48.4,2.8,285.3
15,2025-06-10 19:31:18,63.5,61.6,48.0,14.3,116.8
1,2025-06-10 19:41:18,52.1,84.6,38.1,16.4,318.8
2,2025-06-10 19:41:18,93.6,59.8,72.9,35.0,460.0
3,2025-06-10 19:41:18,58.6,38.2,58.1,18.1,376.9
4,2025-06-10 19:41:18,61.2,84.2,27.5,21.3,149.3
5,2025-06-10 19:41:18,59.7,81.3,32.9,20.3,389.1
6,2025-06-10 19:41:18,92.1,55.3,54.8,10.5,425.3
7,2025-06-10 19:41:18,60.5,68.4,64.1,30.6,416.7
8,2025-06-10 19:41:18,57.0,49.5,70.3,22.1,430.5
9,2025-06-10 19:41:18,49.3,99.1,80.6,21.0,253.7
10,2025-06-10 19:41:18,67.4,85.4,92.2,18.8,697.9
11,2025-06-10 19:41:18,53.8,74.8,73.8,12.9,308.8
12,2025-06-10 19:41:18,66.3,70.4,34.1,8.7,179.6
13,2025-06-10 19:41:18,34.8,58.8,48.2,15.6,211.4
14,2025-06-10 19:41:18,56.9,71.9,36.3,11.1,60.5
15,2025-06-10 19:41:18,59.7,55.4,64.9,24.4,246.7
1,2025-06-10 19:51:18,39.8,97.0,89.8,10.8,391.8
2,2025-06-10 19:51:18,68.9,52.1,52.9,1.0,268.9
3,2025-06-10 19:51:18,95.9,89.1,47.1,15.9,387.1
4,2025-06-10 19:51:18,81.3,76.5,58.0,1.9,478.8
5,2025-06-10 19:51:18,62.3,87.6,43.3,26.4,490.4
6,2025-06-10 19:51:18,52.6,64.9,27.7,1.0,284.8
7,2025-06-10 19:51:18,40.0,46.9,34.2,26.0,413.4
8,2025-06-10 19:51:18,26.7,54.7,73.4,19.1,613.4
9,2025-06-10 19:51:18,47.4,61.0,90.4,25.2,721.0
10,2025-06-10 19:51:18,55.7,51.9,83.4,9.1,519.4
11,2025-06-10 19:51:18,70.1,77.2,28.7,9.9,450.1
12,2025-06-10 19:51:18,48.1,94.2,75.2,32.5,396.5
13,2025-06-10 19:51:18,56.2,65.6,94.8,15.2,228.1
14,2025-06-10 19:51:18,43.8,45.3,56.3,17.1,517.8
15,2025-06-10 19:51:18,68.6,73.2,97.2,20.3,268.8
1,2025-06-10 20:01:18,52.9,54.4,60.3,32.1,131.4
2,2025-06-10 20:01:18,73.2,55.2,64.2,1.0,270.4
3,2025-06-10 20:01:18,42.5,66.1,61.6,21.8,1006.3
4,2025-06-10 20:01:18,53.5,59.4,69.9,27.2,457.5
5,2025-06-10 20:01:18,74.6,65.1,46.9,30.2,86.6
6,2025-06-10 20:01:18,46.2,55.7,64.2,26.0,443.8
7,2025-06-10 20:01:18,100.0,70.4,45.4,1.7,358.9
8,2025-06-10 20:01:18,69.1,44.0,55.4,8.9,492.4
9,2025-06-10 20:01:18,37.4,52.3,41.7,13.2,267.8
10,2025-06-10 20:01:18,49.5,77.1,56.3,18.9,175.1
11,2025-06-10 20:01:18,33.1,51.0,77.1,21.7,497.2
12,2025-06-10 20:01:18,11.2,71.6,87.6,10.5,327.5
13,2025-06-10 20:01:18,19.4,39.6,49.7,22.7,250.7
14,2025-06-10 20:01:18,33.5,75.7,68.0,24.6,322.9
15,2025-06-10 20:01:18,44.2,64.5,77.8,22.2,227.2
1,2025-06-10 20:11:18,48.5,58.5,62.1,26.5,525.7
2,2025-06-10 20:11:18,58.1,69.6,92.2,12.7,288.3
3,2025-06-10 20:11:18,36.6,74.7,90.7,11.1,561.2
4,2025-06-10 20:11:18,44.5,69.4,63.3,20.1,417.6
5,2025-06-10 20:11:18,17.3,82.9,63.6,17.0,665.0
6,2025-06-10 20:11:18,47.0,72.5,68.7,17.5,506.0
7,2025-06-10 20:11:18,59.5,66.6,68.5,23.0,481.1
8,2025-06-10 20:11:18,38.1,45.0,44.1,5.8,10.0
9,2025-06-10 20:11:18,51.4,80.9,43.0,7.5,374.5
10,2025-06-10 20:11:18,70.5,65.7,40.9,4.6,517.7
11,2025-06-10 20:11:18,42.7,53.5,65.2,33.6,434.0
12,2025-06-10 20:11:18,56.6,39.4,84.4,19.6,590.4
13,2025-06-10 20:11:18,27.6,79.6,22.7,8.3,622.2
14,2025-06-10 20:11:18,81.0,48.0,74.7,25.1,339.9
15,2025-06-10 20:11:18,76.3,40.2,51.8,19.4,355.7
1,2025-06-10 20:21:18,76.0,57.2,54.4,25.0,562.0
2,2025-06-10 20:21:18,18.0,70.6,61.3,28.7,282.5
3,2025-06-10 20:21:18,57.3,56.7,70.5,37.9,530.5
4,2025-06-10 20:21:18,64.8,53.2,41.2,20.2,626.7
5,2025-06-10 20:21:18,37.3,62.9,23.8,2.7,413.8
6,2025-06-10 20:21:18,41.0,74.1,52.9,15.7,486.2
7,2025-06-10 20:21:18,42.0,52.8,59.6,14.8,256.3
8,2025-06-10 20:21:18,68.3,84.1,96.3,31.0,482.0
9,2025-06-10 20:21:18,58.6,84.2,40.8,46.9,405.8
10,2025-06-10 20:21:18,44.0,64.0,62.4,20.8,132.2
11,2025-06-10 20:21:18,74.5,68.6,45.2,29.1,183.1
12,2025-06-10 20:21:18,39.5,62.5,45.2,31.8,344.0
13,2025-06-10 20:21:18,53.6,55.9,97.6,13.1,132.7
14,2025-06-10 20:21:18,17.6,52.2,69.6,8.9,428.9
15,2025-06-10 20:21:18,94.3,76.3,69.0,22.8,491.9
1,2025-06-10 20:31:18,22.8,59.3,53.3,4.2,788.4
2,2025-06-10 20:31:18,37.2,33.9,78.5,13.6,347.0
3,2025-06-10 20:31:18,50.7,78.2,44.6,25.1,194.8
4,2025-06-10 20:31:18,93.6,49.6,71.9,26.7,83.5
5,2025-06-10 20:31:18,38.7,86.8,77.2,8.3,299.2
6,2025-06-10 20:31:18,42.3,41.6,49.2,15.7,443.7
7,2025-06-10 20:31:18,33.4,43.6,93.5,13.1,287.3
8,2025-06-10 20:31:18,34.4,89.3,88.5,26.3,441.1
9,2025-06-10 20:31:18,84.2,34.2,49.4,4.6,571.0
10,2025-06-10 20:31:18,43.7,69.7,100.0,23.8,649.7
11,2025-06-10 20:31:18,58.6,47.0,52.3,9.8,265.8
12,2025-06-10 20:31:18,52.7,55.0,62.3,32.3,489.9
13,2025-06-10 20:31:18,45.3,69.3,80.8,38.3,651.9
14,2025-06-10 20:31:18,43.0,65.6,71.9,4.6,372.5
15,2025-06-10 20:31:18,45.4,70.8,63.6,17.8,592.3
1,2025-06-10 20:41:18,53.5,81.8,76.4,12.6,670.8
2,2025-06-10 20:41:18,48.3,86.1,70.0,12.5,393.3
3,2025-06-10 20:41:18,82.2,52.3,13.1,23.4,338.5
4,2025-06-10 20:41:18,83.6,71.4,82.3,11.8,241.2
5,2025-06-10 20:41:18,43.7,86.1,92.6,16.0,379.3
6,2025-06-10 20:41:18,58.1,88.6,14.1,13.8,261.3
7,2025-06-10 20:41:18,60.4,71.0,53.1,21.9,388.9
8,2025-06-10 20:41:18,51.3,90.6,75.1,13.8,548.4
9,2025-06-10 20:41:18,35.2,74.6,45.4,32.2,660.5
10,2025-06-10 20:41:18,42.3,50.4,65.4,22.9,202.4
11,2025-06-10 20:41:18,42.6,70.1,60.6,19.7,515.9
12,2025-06-10 20:41:18,65.3,32.5,48.2,35.4,443.7
13,2025-06-10 20:41:18,81.3,63.8,31.6,28.4,661.2
14,2025-06-10 20:41:18,39.7,64.5,17.2,34.8,195.3
15,2025-06-10 20:41:18,51.3,62.7,57.9,18.3,478.3
1,2025-06-10 20:51:18,28.3,64.5,51.6,23.5,458.7
2,2025-06-10 20:51:18,59.3,85.1,81.5,24.2,832.9
3,2025-06-10 20:51:18,41.4,34.5,66.3,9.9,581.9
4,2025-06-10 20:51:18,55.8,56.1,59.5,22.0,451.6
5,2025-06-10 20:51:18,79.5,65.3,64.4,22.9,48.9
6,2025-06-10 20:51:18,47.9,73.6,79.9,19.5,171.0
7,2025-06-10 20:51:18,41.6,74.3,62.2,19.2,473.9
8,2025-06-10 20:51:18,55.7,53.5,70.2,4.7,667.4
9,2025-06-10 20:51:18,45.7,73.4,57.3,31.1,249.9
10,2025-06-10 20:51:18,68.8,72.7,78.1,4.9,629.9
11,2025-06-10 20:51:18,32.2,49.0,45.1,26.2,444.9
12,2025-06-10 20:51:18,26.0,56.9,59.0,22.2,644.7
13,2025-06-10 20:51:18,74.9,45.8,59.4,14.2,443.6
14,2025-06-10 20:51:18,85.9,80.5,60.7,2.3,371.9
15,2025-06-10 20:51:18,43.8,66.8,23.8,10.5,293.8
1,2025-06-10 21:01:18,73.2,73.6,57.8,21.2,220.7
2,2025-06-10 21:01:18,6.4,70.1,25.0,24.3,627.5
3,2025-06-10 21:01:18,46.1,73.0,73.1,44.7,10.0
4,2025-06-10 21:01:18,51.9,67.9,44.7,2.3,430.9
5,2025-06-10 21:01:18,54.9,39.0,82.7,40.0,83.4
6,2025-06-10 21:01:18,51.0,79.8,68.3,12.8,326.1
7,2025-06-10 21:01:18,59.4,70.7,48.4,28.5,175.8
8,2025-06-10 21:01:18,50.4,79.0,10.0,23.3,655.7
9,2025-06-10 21:01:18,43.5,49.4,51.8,22.9,760.6
10,2025-06-10 21:01:18,34.7,89.3,95.0,3.2,879.4
11,2025-06-10 21:01:18,68.6,86.2,37.9,21.2,477.7
12,2025-06-10 21:01:18,32.6,55.6,54.2,7.6,497.2
13,2025-06-10 21:01:18,67.1,76.3,76.9,28.1,340.5
14,2025-06-10 21:01:18,51.2,55.7,90.5,38.1,485.8
15,2025-06-10 21:01:18,100.0,75.2,93.1,11.3,553.3
1,2025-06-10 21:11:18,48.5,48.9,70.1,24.6,461.1
2,2025-06-10 21:11:18,46.3,72.9,57.3,24.8,234.8
3,2025-06-10 21:11:18,56.6,49.3,83.1,27.5,527.0
4,2025-06-10 21:11:18,63.6,55.1,54.0,10.6,121.4
5,2025-06-10 21:11:18,30.6,25.2,82.2,28.3,63.8
6,2025-06-10 21:11:18,67.9,54.7,47.6,21.0,37.6
7,2025-06-10 21:11:18,68.1,74.0,58.8,28.8,468.8
8,2025-06-10 21:11:18,46.0,39.9,48.2,30.3,708.6
9,2025-06-10 21:11:18,46.8,65.7,52.6,28.7,605.8
10,2025-06-10 21:11:18,96.7,66.4,44.5,26.2,328.6
11,2025-06-10 21:11:18,39.6,74.4,92.0,34.4,238.6
12,2025-06-10 21:11:18,85.8,50.1,91.5,23.0,267.6
13,2025-06-10 21:11:18,53.7,61.2,56.4,24.0,542.5
14,2025-06-10 21:11:18,38.2,68.1,49.3,3.1,225.3
15,2025-06-10 21:11:18,21.8,70.8,65.6,5.1,575.1
1,2025-06-10 21:21:18,57.3,78.2,53.9,26.2,450.2
2,2025-06-10 21:21:18,78.7,55.9,86.6,25.1,453.4
3,2025-06-10 21:21:18,51.1,61.8,78.6,35.2,545.3
4,2025-06-10 21:21:18,100.0,70.3,71.6,28.9,397.0
5,2025-06-10 21:21:18,88.4,66.0,84.0,33.0,10.0
6,2025-06-10 21:21:18,59.2,65.7,83.8,24.6,221.8
7,2025-06-10 21:21:18,50.6,64.1,60.3,22.3,432.5
8,2025-06-10 21:21:18,58.4,47.1,29.3,24.5,597.8
9,2025-06-10 21:21:18,48.6,82.8,65.1,30.3,53.1
10,2025-06-10 21:21:18,65.6,67.7,54.5,24.5,603.9
11,2025-06-10 21:21:18,44.7,80.4,94.9,12.8,540.5
12,2025-06-10 21:21:18,36.6,69.4,86.5,20.2,417.9
13,2025-06-10 21:21:18,78.3,81.6,50.8,10.1,491.0
14,2025-06-10 21:21:18,57.6,71.9,86.5,10.9,783.4
15,2025-06-10 21:21:18,45.8,66.7,46.5,30.8,219.6
1,2025-06-10 21:31:18,83.5,87.6,70.6,18.1,395.6
2,2025-06-10 21:31:18,45.7,55.8,38.2,25.5,641.4
3,2025-06-10 21:31:18,74.6,86.6,56.3,23.8,148.8
4,2025-06-10 21:31:18,29.4,73.1,43.7,22.1,633.5
5,2025-06-10 21:31:18,51.8,77.0,41.0,7.6,532.4
6,2025-06-10 21:31:18,66.3,58.1,32.6,12.4,133.3
7,2025-06-10 21:31:18,28.0,62.9,23.1,5.7,230.9
8,2025-06-10 21:31:18,39.8,35.9,42.5,26.7,646.7
9,2025-06-10 21:31:18,37.7,82.9,82.9,18.8,495.4
10,2025-06-10 21:31:18,93.1,66.7,75.6,14.8,467.1
11,2025-06-10 21:31:18,22.7,53.1,13.1,8.2,348.8
12,2025-06-10 21:31:18,42.3,54.4,55.5,11.4,544.7
13,2025-06-10 21:31:18,40.7,83.3,96.9,26.7,165.6
14,2025-06-10 21:31:18,64.7,75.1,83.2,28.6,741.6
15,2025-06-10 21:31:18,66.3,94.3,36.3,23.2,205.5
1,2025-06-10 21:41:18,44.3,45.8,58.3,3.6,404.4
2,2025-06-10 21:41:18,17.5,50.2,39.6,33.1,379.9
3,2025-06-10 21:41:18,69.3,84.9,89.1,11.1,10.0
4,2025-06-10 21:41:18,75.6,53.7,48.1,19.9,483.9
5,2025-06-10 21:41:18,19.3,83.9,86.2,1.0,706.5
6,2025-06-10 21:41:18,43.3,60.7,57.7,30.6,295.3
7,2025-06-10 21:41:18,51.1,77.8,62.2,11.5,203.6
8,2025-06-10 21:41:18,84.4,58.9,48.4,17.3,648.2
9,2025-06-10 21:41:18,27.7,78.8,63.8,23.6,517.4
10,2025-06-10 21:41:18,56.5,78.9,55.3,30.9,349.5
11,2025-06-10 21:41:18,59.3,88.5,75.1,13.8,348.9
12,2025-06-10 21:41:18,93.3,51.0,100.0,32.1,409.9
13,2025-06-10 21:41:18,32.6,61.5,40.9,15.7,566.2
14,2025-06-10 21:41:18,61.0,65.2,59.3,19.7,673.6
15,2025-06-10 21:41:18,54.4,72.3,65.9,19.3,543.6
1,2025-06-10 21:51:18,49.0,39.9,43.6,11.5,216.2
2,2025-06-10 21:51:18,39.7,70.8,42.4,27.0,118.5
3,2025-06-10 21:51:18,100.0,77.1,65.1,22.8,639.4
4,2025-06-10 21:51:18,72.5,66.9,23.5,10.3,167.9
5,2025-06-10 21:51:18,51.0,79.1,42.8,25.3,308.2
6,2025-06-10 21:51:18,90.0,68.9,51.5,16.8,155.0
7,2025-06-10 21:51:18,69.9,53.2,100.0,17.0,314.3
8,2025-06-10 21:51:18,59.6,73.9,48.3,39.1,570.3
9,2025-06-10 21:51:18,80.5,51.3,27.4,16.5,551.8
10,2025-06-10 21:51:18,44.3,77.2,86.7,24.1,537.8
11,2025-06-10 21:51:18,34.5,62.1,51.8,12.6,324.5
12,2025-06-10 21:51:18,23.4,72.2,63.8,4.9,249.9
13,2025-06-10 21:51:18,32.8,79.8,99.0,11.3,310.2
14,2025-06-10 21:51:18,58.8,45.3,82.8,28.3,507.8
15,2025-06-10 21:51:18,70.7,64.7,61.8,20.2,10.0
1,2025-06-10 22:01:18,54.3,51.7,30.5,16.7,491.8
2,2025-06-10 22:01:18,37.6,60.9,98.4,7.8,434.2
3,2025-06-10 22:01:18,37.3,82.1,57.5,3.9,344.8
4,2025-06-10 22:01:18,5.0,68.8,34.4,32.3,469.1
5,2025-06-10 22:01:18,45.8,68.9,85.0,30.3,608.8
6,2025-06-10 22:01:18,68.9,45.8,54.8,25.8,903.9
7,2025-06-10 22:01:18,25.7,66.3,56.7,31.5,399.8
8,2025-06-10 22:01:18,71.8,41.5,54.5,31.6,400.4
9,2025-06-10 22:01:18,78.6,65.1,61.9,9.8,307.2
10,2025-06-10 22:01:18,31.7,72.6,51.7,31.0,451.2
11,2025-06-10 22:01:18,78.3,71.3,34.3,13.8,458.1
12,2025-06-10 22:01:18,58.5,60.8,83.2,12.7,187.9
13,2025-06-10 22:01:18,36.2,67.7,47.7,23.0,619.5
14,2025-06-10 22:01:18,40.9,67.7,74.5,31.9,474.4
15,2025-06-10 22:01:18,52.8,73.2,73.0,20.3,713.0
1,2025-06-10 22:11:18,77.2,48.8,21.1,31.6,173.1
2,2025-06-10 22:11:18,77.1,61.8,78.0,15.2,224.7
3,2025-06-10 22:11:18,38.4,44.2,93.3,17.6,485.0
4,2025-06-10 22:11:18,45.4,77.5,48.7,34.3,383.8
5,2025-06-10 22:11:18,50.6,85.3,84.1,7.0,471.7
6,2025-06-10 22:11:18,63.6,47.1,59.4,22.2,521.7
7,2025-06-10 22:11:18,54.5,46.1,67.5,14.4,495.2
8,2025-06-10 22:11:18,56.3,70.6,72.4,18.1,466.1
9,2025-06-10 22:11:18,74.5,37.7,63.7,29.1,365.7
10,2025-06-10 22:11:18,46.7,65.8,79.3,5.8,598.8
11,2025-06-10 22:11:18,25.7,65.8,47.4,31.3,10.0
12,2025-06-10 22:11:18,85.8,83.9,22.0,19.8,468.9
13,2025-06-10 22:11:18,69.7,80.0,65.2,19.2,854.8
14,2025-06-10 22:11:18,73.0,90.5,88.4,20.5,267.5
15,2025-06-10 22:11:18,99.3,58.2,72.7,18.7,587.0
1,2025-06-10 22:21:18,44.4,78.2,31.6,41.1,168.2
2,2025-06-10 22:21:18,90.7,75.8,55.8,8.0,243.9
3,2025-06-10 22:21:18,35.5,73.7,40.4,33.2,560.8
4,2025-06-10 22:21:18,15.2,60.4,51.9,15.7,386.2
5,2025-06-10 22:21:18,45.9,58.1,43.3,15.0,451.8
6,2025-06-10 22:21:18,27.6,40.3,43.2,22.7,458.9
7,2025-06-10 22:21:18,93.3,37.0,34.4,7.3,225.8
8,2025-06-10 22:21:18,53.4,58.3,73.5,12.3,448.4
9,2025-06-10 22:21:18,32.6,51.3,97.9,1.0,354.0
10,2025-06-10 22:21:18,67.0,53.0,62.2,8.3,272.7
11,2025-06-10 22:21:18,91.9,88.1,57.6,7.6,81.9
12,2025-06-10 22:21:18,58.2,75.3,72.7,28.0,632.4
13,2025-06-10 22:21:18,77.0,74.5,65.0,12.6,441.6
14,2025-06-10 22:21:18,72.1,74.5,44.1,30.7,105.7
15,2025-06-10 22:21:18,58.6,78.0,51.4,39.7,303.6
1,2025-06-10 22:31:18,42.0,99.4,32.3,36.2,366.0
2,2025-06-10 22:31:18,55.0,81.8,43.1,27.9,924.4
3,2025-06-10 22:31:18,37.3,61.4,49.6,33.9,253.5
4,2025-06-10 22:31:18,74.0,51.8,52.9,21.6,41.5
5,2025-06-10 22:31:18,58.5,53.9,77.6,20.7,550.8
6,2025-06-10 22:31:18,20.2,47.1,48.0,15.1,378.3
7,2025-06-10 22:31:18,26.8,85.5,82.9,35.2,383.5
8,2025-06-10 22:31:18,18.6,63.9,46.2,33.7,699.3
9,2025-06-10 22:31:18,25.0,61.3,72.9,20.7,540.4
10,2025-06-10 22:31:18,59.6,53.5,98.3,23.4,321.1
11,2025-06-10 22:31:18,69.9,63.5,77.5,18.7,767.3
12,2025-06-10 22:31:18,54.8,75.6,44.1,11.1,775.9
13,2025-06-10 22:31:18,76.7,61.7,96.0,17.4,379.3
14,2025-06-10 22:31:18,51.0,50.6,80.9,31.1,490.6
15,2025-06-10 22:31:18,27.0,50.6,52.4,14.1,621.6
1,2025-06-10 22:41:18,53.5,62.5,32.6,41.2,639.7
2,2025-06-10 22:41:18,53.4,58.0,47.5,27.7,449.7
3,2025-06-10 22:41:18,98.5,89.5,81.0,17.6,214.2
4,2025-06-10 22:41:18,52.3,71.3,41.2,36.7,278.8
5,2025-06-10 22:41:18,69.7,73.4,70.5,16.1,752.7
6,2025-06-10 22:41:18,68.7,69.5,71.6,15.1,174.1
7,2025-06-10 22:41:18,44.5,85.3,68.8,18.9,324.6
8,2025-06-10 22:41:18,16.1,65.6,57.6,16.7,333.5
9,2025-06-10 22:41:18,74.1,56.5,44.6,24.4,384.7
10,2025-06-10 22:41:18,31.6,75.4,63.2,26.7,628.6
11,2025-06-10 22:41:18,73.7,73.8,68.4,32.1,921.1
12,2025-06-10 22:41:18,69.5,55.9,11.0,22.1,95.9
13,2025-06-10 22:41:18,59.2,42.7,54.0,9.2,175.0
14,2025-06-10 22:41:18,45.0,75.9,54.2,17.6,219.2
15,2025-06-10 22:41:18,67.3,51.3,35.6,24.1,350.9
1,2025-06-10 22:51:18,27.7,62.6,75.8,23.4,656.8
2,2025-06-10 22:51:18,12.7,73.6,78.5,7.6,561.5
3,2025-06-10 22:51:18,62.8,76.6,36.5,18.6,364.2
4,2025-06-10 22:51:18,88.3,60.9,61.7,19.6,400.7
5,2025-06-10 22:51:18,67.3,66.9,35.5,31.9,606.5
6,2025-06-10 22:51:18,43.5,60.2,40.5,17.5,439.5
7,2025-06-10 22:51:18,58.2,80.9,78.1,17.0,569.9
8,2025-06-10 22:51:18,100.0,63.1,46.5,34.3,195.9
9,2025-06-10 22:51:18,33.7,66.0,58.8,12.0,238.4
10,2025-06-10 22:51:18,70.6,72.2,91.9,23.9,136.9
11,2025-06-10 22:51:18,92.7,82.9,38.7,2.0,363.7
12,2025-06-10 22:51:18,60.9,78.7,100.0,14.1,459.4
13,2025-06-10 22:51:18,67.9,88.3,54.9,25.0,571.5
14,2025-06-10 22:51:18,33.8,53.2,53.3,9.3,287.7
15,2025-06-10 22:51:18,58.9,81.8,48.2,13.7,261.4
